"No.","Time","Source","Destination","Protocol","Length","Info"
"16292","80.750580401","10.0.2.15","192.114.46.177","UDP","76","52717  >  443 Len=34"
"16293","80.750679473","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16294","80.750784840","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16295","80.751057028","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16296","80.751268779","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16297","80.751552586","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16298","80.751676572","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16299","80.751855755","10.0.2.15","192.114.46.177","UDP","76","52717  >  443 Len=34"
"16300","80.751866211","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16301","80.752052728","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16302","80.752433470","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16303","80.752523011","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16304","80.752676142","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16305","80.752850864","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16306","80.753085525","10.0.2.15","192.114.46.177","UDP","76","52717  >  443 Len=34"
"16307","80.753098129","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16308","80.753188679","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16309","80.753486161","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16310","80.753642252","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16311","80.753931084","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16312","80.754070307","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16313","80.754190045","10.0.2.15","192.114.46.177","UDP","76","52717  >  443 Len=34"
"16314","80.754201466","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16315","80.754410832","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16316","80.754594388","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16317","80.754776033","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16318","80.754936491","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16319","80.755095585","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16320","80.755260994","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16321","80.755265802","10.0.2.15","192.114.46.177","UDP","76","52717  >  443 Len=34"
"16322","80.755509200","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16323","80.755694091","192.114.46.177","10.0.2.15","UDP","1173","443  >  52717 Len=1131"
"16324","80.755866045","192.114.46.177","10.0.2.15","UDP","1284","443  >  52717 Len=1242"
"16325","80.756027940","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
"16326","80.756243172","192.114.46.177","10.0.2.15","UDP","1292","443  >  52717 Len=1250"
